,valoracion_stockfish
3880,-102.0
3881,215.0
3882,-146.0
3883,138.0
3884,-50.0
3885,166.0
3886,-70.0
3887,178.0
3888,-189.0
3889,259.0
3890,-159.0
3891,317.0
3892,-215.0
3893,158.0
3894,-197.0
3895,289.0
3896,-323.0
3897,386.0
3898,-297.0
3899,321.0
3900,-349.0
3901,325.0
3902,-274.0
3903,296.0
3904,-325.0
3905,314.0
3906,-286.0
3907,286.0
3908,-363.0
3909,271.0
3910,-201.0
3911,325.0
3912,-204.0
3913,-51.0
3914,40.0
3915,-49.0
3916,30.0
3917,-27.0
3918,12.0
3919,-15.0
3920,34.0
3921,-55.0
3922,10.0
3923,-51.0
3924,27.0
3925,-80.0
3926,84.0
3927,-34.0
3928,93.0
3929,-92.0
3930,72.0
3931,-5.0
3932,82.0
3933,-36.0
3934,130.0
3935,-48.0
3936,135.0
3937,-62.0
3938,82.0
3939,101.0
3940,100.0
3941,-25.0
3942,25.0
3943,-305.0
3944,-13.0
3945,-79.0
3946,319.0
3947,-143.0
3948,463.0
3949,-323.0
3950,317.0
3951,-351.0
3952,101.0
3953,-134.0
3954,313.0
3955,-350.0
3956,382.0
3957,-315.0
3958,357.0
3959,-301.0
3960,314.0
3961,-356.0
3962,404.0
3963,-332.0
3964,425.0
3965,-451.0
3966,366.0
3967,-354.0
3968,375.0
3969,-404.0
3970,424.0
3971,-408.0
3972,370.0
3973,-264.0
3974,365.0
3975,-311.0
3976,348.0
3977,-341.0
3978,609.0
3979,-317.0
3980,618.0
3981,-601.0
3982,435.0
3983,-386.0
3984,363.0
3985,-398.0
3986,604.0
3987,-619.0
3988,430.0
3989,-366.0
3990,386.0
3991,-359.0
3992,612.0
3993,-582.0
3994,378.0
3995,-334.0
3996,367.0
3997,-332.0
3998,348.0
3999,-325.0
4000,334.0
4001,-317.0
4002,348.0
4003,-329.0
4004,333.0
4005,-341.0
4006,355.0
4007,-333.0
4008,400.0
4009,-436.0
4010,492.0
4011,-571.0
4012,-51.0
4013,40.0
4014,-49.0
4015,57.0
4016,-42.0
4017,81.0
4018,-87.0
4019,89.0
4020,-63.0
4021,107.0
4022,-54.0
4023,106.0
4024,-44.0
4025,66.0
4026,-14.0
4027,35.0
4028,-29.0
4029,47.0
4030,86.0
4031,72.0
4032,-79.0
4033,69.0
4034,-48.0
4035,27.0
4036,18.0
4037,-12.0
4038,71.0
4039,-129.0
4040,-1.0
4041,-34.0
4042,79.0
4043,-11.0
4044,13.0
4045,24.0
4046,24.0
4047,-17.0
4048,16.0
4049,18.0
4050,7.0
4051,2.0
4052,68.0
4053,53.0
4054,17.0
4055,-28.0
4056,66.0
4057,-77.0
4058,70.0
4059,-36.0
4060,81.0
4061,-41.0
4062,15.0
4063,-35.0
4064,39.0
4065,-45.0
4066,62.0
4067,-53.0
4068,78.0
4069,-50.0
4070,141.0
4071,-110.0
4072,110.0
4073,-155.0
4074,148.0
4075,-147.0
4076,210.0
4077,-126.0
4078,204.0
4079,-93.0
4080,219.0
4081,-143.0
4082,180.0
4083,-38.0
4084,159.0
4085,-27.0
4086,15.0
4087,-92.0
4088,85.0
4089,-17.0
4090,57.0
4091,0.0
4092,137.0
4093,-341.0
4094,348.0
4095,-316.0
4096,350.0
4097,-173.0
4098,256.0
4099,-231.0
4100,375.0
4101,-240.0
4102,422.0
4103,-255.0
4104,231.0
4105,-221.0
4106,201.0
4107,-241.0
4108,309.0
4109,-443.0
4110,450.0
4111,-438.0
4112,-46.0
4113,35.0
4114,-51.0
4115,44.0
4116,-27.0
4117,21.0
4118,-7.0
4119,15.0
4120,21.0
4121,29.0
4122,-9.0
4123,22.0
4124,0.0
4125,37.0
4126,6.0
4127,-19.0
4128,24.0
4129,26.0
4130,25.0
4131,7.0
4132,8.0
4133,-1.0
4134,12.0
4135,-21.0
4136,10.0
4137,-1.0
4138,-53.0
4139,28.0
4140,-14.0
4141,63.0
4142,-33.0
4143,33.0
4144,-35.0
4145,43.0
4146,-81.0
4147,73.0
4148,-24.0
4149,25.0
4150,0.0
4151,-9.0
4152,0.0
4153,10.0
4154,59.0
4155,-3.0
4156,21.0
4157,-38.0
4158,107.0
4159,0.0
4160,66.0
4161,-23.0
4162,39.0
4163,-25.0
4164,12.0
4165,61.0
4166,-9.0
4167,8.0
4168,0.0
4169,59.0
4170,-14.0
4171,69.0
4172,-30.0
4173,64.0
4174,-70.0
4175,62.0
4176,-73.0
4177,51.0
4178,-25.0
4179,17.0
4180,-20.0
4181,79.0
4182,-43.0
4183,52.0
4184,-96.0
4185,113.0
4186,-20.0
4187,22.0
4188,-53.0
4189,47.0
4190,-85.0
4191,1.0
4192,-67.0
4193,39.0
4194,-85.0
4195,114.0
4196,-140.0
4197,218.0
4198,-162.0
4199,185.0
4200,-206.0
4201,215.0
4202,-263.0
4203,443.0
4204,-218.0
4205,259.0
4206,-201.0
4207,220.0
4208,-214.0
4209,147.0
4210,-195.0
4211,207.0
4212,-75.0
4213,94.0
4214,-132.0
4215,133.0
4216,-46.0
4217,35.0
4218,-42.0
4219,42.0
4220,-40.0
4221,38.0
4222,-23.0
4223,18.0
4224,-58.0
4225,34.0
4226,-22.0
4227,68.0
4228,-45.0
4229,22.0
4230,-17.0
4231,76.0
4232,-67.0
4233,111.0
4234,-92.0
4235,30.0
4236,-18.0
4237,137.0
4238,-21.0
4239,28.0
4240,-17.0
4241,50.0
4242,-26.0
4243,21.0
4244,-11.0
4245,34.0
4246,-17.0
4247,15.0
4248,-26.0
4249,16.0
4250,-11.0
4251,4.0
4252,0.0
4253,8.0
4254,-12.0
4255,15.0
4256,-8.0
4257,13.0
4258,0.0
4259,0.0
4260,-8.0
4261,42.0
4262,-12.0
4263,0.0
4264,-54.0
4265,35.0
4266,-51.0
4267,26.0
4268,-53.0
4269,43.0
4270,37.0
4271,37.0
4272,-2.0
4273,22.0
4274,-23.0
4275,7.0
4276,-44.0
4277,12.0
4278,13.0
4279,40.0
4280,23.0
4281,80.0
4282,-45.0
4283,115.0
4284,-27.0
4285,98.0
4286,-145.0
4287,114.0
4288,-92.0
4289,71.0
4290,-10.0
4291,111.0
4292,288.0
4293,39.0
4294,-144.0
4295,104.0
4296,-120.0
4297,59.0
4298,-136.0
4299,55.0
4300,-86.0
4301,248.0
4302,-50.0
4303,53.0
4304,-35.0
4305,34.0
4306,-20.0
4307,28.0
4308,-9.0
4309,32.0
4310,0.0
4311,29.0
4312,-8.0
4313,20.0
4314,-24.0
4315,34.0
4316,-77.0
4317,90.0
4318,9.0
4319,62.0
4320,-58.0
4321,49.0
4322,-77.0
4323,44.0
4324,-34.0
4325,66.0
4326,-63.0
4327,81.0
4328,-29.0
4329,71.0
4330,-40.0
4331,57.0
4332,-33.0
4333,34.0
4334,-35.0
4335,105.0
4336,-32.0
4337,10.0
4338,-5.0
4339,137.0
4340,-49.0
4341,78.0
4342,-17.0
4343,56.0
4344,-39.0
4345,154.0
4346,-113.0
4347,113.0
4348,-76.0
4349,87.0
4350,-137.0
4351,98.0
4352,-91.0
4353,97.0
4354,-47.0
4355,22.0
4356,-41.0
4357,49.0
4358,42.0
4359,-16.0
4360,15.0
4361,-37.0
4362,93.0
4363,-21.0
4364,97.0
4365,-35.0
4366,75.0
4367,-94.0
4368,67.0
4369,-90.0
4370,13.0
4371,-39.0
4372,54.0
4373,-34.0
4374,34.0
4375,-12.0
4376,200.0
4377,-15.0
4378,-35.0
4379,31.0
4380,-16.0
4381,16.0
4382,-32.0
4383,11.0
4384,-27.0
4385,49.0
4386,-46.0
4387,24.0
4388,-26.0
4389,96.0
4390,75.0
4391,46.0
4392,-54.0
4393,14.0
4394,-49.0
4395,96.0
4396,-63.0
4397,54.0
4398,-38.0
4399,48.0
4400,-43.0
4401,120.0
4402,-46.0
4403,109.0
4404,22.0
4405,300.0
4406,-238.0
4407,272.0
4408,-264.0
4409,283.0
4410,-243.0
4411,294.0
4412,-485.0
4413,470.0
4414,-463.0
4415,524.0
4416,-450.0
4417,475.0
4418,-440.0
4419,194.0
4420,-491.0
4421,489.0
4422,-488.0
4423,494.0
4424,-471.0
4425,525.0
4426,-498.0
4427,478.0
4428,-408.0
4429,464.0
4430,-405.0
4431,472.0
4432,-402.0
4433,417.0
4434,-468.0
4435,413.0
4436,-451.0
4437,486.0
4438,-420.0
4439,438.0
4440,-344.0
4441,432.0
4442,-386.0
4443,622.0
4444,-409.0
4445,439.0
4446,-393.0
4447,498.0
4448,-468.0
4449,594.0
4450,-544.0
4451,782.0
4452,-569.0
4453,642.0
4454,-598.0
4455,762.0
4456,-572.0
4457,777.0
4458,-781.0
4459,882.0
4460,-788.0
4461,1282.0
4462,-1305.0
4463,1108.0
4464,-1235.0
4465,-51.0
4466,35.0
4467,-51.0
4468,26.0
4469,-53.0
4470,56.0
4471,-37.0
4472,16.0
4473,-17.0
4474,38.0
4475,-35.0
4476,68.0
4477,-17.0
4478,16.0
4479,-6.0
4480,54.0
4481,-50.0
4482,38.0
4483,-53.0
4484,102.0
4485,-40.0
4486,57.0
4487,-63.0
4488,65.0
4489,-24.0
4490,26.0
4491,0.0
4492,10.0
4493,-23.0
4494,-6.0
4495,25.0
4496,37.0
4497,-37.0
4498,5.0
4499,-42.0
4500,34.0
4501,41.0
4502,59.0
4503,-101.0
4504,73.0
4505,-58.0
4506,88.0
4507,-50.0
4508,97.0
4509,-171.0
4510,167.0
4511,-52.0
4512,94.0
4513,-94.0
4514,198.0
4515,-40.0
4516,194.0
4517,-43.0
4518,123.0
4519,0.0
4520,63.0
4521,1.0
4522,-8.0
4523,37.0
4524,174.0
4525,-61.0
4526,236.0
4527,-265.0
4528,192.0
4529,-425.0
4530,351.0
4531,-70.0
4532,453.0
4533,-241.0
4534,296.0
4535,-290.0
4536,139.0
4537,-161.0
4538,2.0
4539,-1.0
4540,-54.0
4541,40.0
4542,-49.0
4543,48.0
4544,0.0
4545,86.0
4546,-21.0
4547,85.0
4548,-34.0
4549,49.0
4550,-17.0
4551,22.0
4552,-16.0
4553,55.0
4554,-63.0
4555,62.0
4556,-35.0
4557,63.0
4558,-57.0
4559,72.0
4560,-81.0
4561,163.0
4562,-107.0
4563,112.0
4564,-164.0
4565,210.0
4566,-188.0
4567,148.0
4568,-113.0
4569,411.0
4570,-454.0
4571,220.0
4572,-347.0
4573,288.0
4574,-407.0
4575,441.0
4576,-187.0
4577,241.0
4578,-227.0
4579,128.0
4580,-181.0
4581,165.0
4582,-50.0
4583,198.0
4584,-35.0
4585,167.0
4586,-152.0
4587,140.0
4588,-62.0
4589,66.0
4590,120.0
4591,0.0
4592,0.0
4593,0.0
4594,0.0
4595,0.0
4596,0.0
4597,16.0
4598,61.0
4599,0.0
4600,58.0
4601,0.0
4602,0.0
4603,-29.0
4604,41.0
4605,-36.0
4606,32.0
4607,-27.0
4608,13.0
4609,-36.0
4610,48.0
4611,-27.0
4612,35.0
4613,-23.0
4614,20.0
4615,-10.0
4616,12.0
4617,-34.0
4618,59.0
4619,0.0
4620,6.0
4621,-20.0
4622,51.0
4623,-31.0
4624,43.0
4625,-42.0
4626,67.0
4627,-26.0
4628,59.0
4629,-82.0
4630,56.0
4631,-47.0
4632,54.0
4633,-65.0
4634,43.0
4635,-82.0
4636,77.0
4637,-82.0
4638,151.0
4639,-48.0
4640,43.0
4641,-25.0
4642,86.0
4643,-49.0
4644,46.0
4645,-31.0
4646,94.0
4647,-122.0
4648,125.0
4649,-53.0
4650,43.0
4651,-80.0
4652,12.0
4653,-13.0
4654,86.0
4655,-28.0
4656,85.0
4657,-69.0
4658,132.0
4659,-137.0
4660,63.0
4661,-84.0
4662,61.0
4663,-82.0
4664,37.0
4665,-40.0
4666,436.0
4667,-140.0
4668,125.0
4669,-68.0
4670,90.0
4671,-32.0
4672,88.0
4673,-88.0
4674,65.0
4675,-71.0
4676,65.0
4677,-30.0
4678,86.0
4679,-72.0
4680,128.0
4681,-125.0
4682,100.0
4683,-111.0
4684,117.0
4685,-119.0
4686,117.0
4687,-58.0
4688,97.0
4689,-117.0
4690,100.0
4691,-71.0
4692,109.0
4693,-63.0
4694,34.0
4695,-101.0
4696,209.0
4697,-180.0
4698,104.0
4699,-79.0
4700,128.0
4701,-62.0
4702,96.0
4703,-12.0
4704,198.0
4705,-284.0
4706,385.0
4707,-235.0
4708,380.0
4709,-335.0
4710,354.0
4711,-319.0
4712,334.0
4713,-299.0
4714,319.0
4715,-361.0
4716,329.0
4717,-335.0
4718,285.0
4719,-85.0
4720,219.0
4721,-236.0
4722,256.0
4723,-179.0
4724,125.0
4725,-161.0
4726,196.0
4727,-96.0
4728,86.0
4729,-88.0
4730,90.0
4731,-226.0
4732,144.0
4733,-166.0
4734,256.0
4735,-326.0
4736,-51.0
4737,23.0
4738,-51.0
4739,55.0
4740,-35.0
4741,35.0
4742,-61.0
4743,33.0
4744,51.0
4745,72.0
4746,-61.0
4747,25.0
4748,-14.0
4749,47.0
4750,-67.0
4751,67.0
4752,-58.0
4753,46.0
4754,-17.0
4755,73.0
4756,-39.0
4757,53.0
4758,-26.0
4759,65.0
4760,-55.0
4761,30.0
4762,-57.0
4763,60.0
4764,-50.0
4765,56.0
4766,28.0
4767,-26.0
4768,76.0
4769,5.0
4770,-13.0
4771,-41.0
4772,4.0
4773,-27.0
4774,9.0
4775,-70.0
4776,76.0
4777,1.0
4778,64.0
4779,31.0
4780,-55.0
4781,21.0
4782,-7.0
4783,44.0
4784,-27.0
4785,35.0
4786,-21.0
4787,48.0
4788,-41.0
4789,69.0
4790,-86.0
4791,40.0
4792,-45.0
4793,46.0
4794,-68.0
4795,33.0
4796,-10.0
4797,69.0
4798,38.0
4799,22.0
4800,53.0
4801,-130.0
4802,24.0
4803,50.0
4804,-23.0
4805,20.0
4806,-24.0
4807,29.0
4808,-27.0
4809,17.0
4810,-6.0
4811,0.0
4812,0.0
4813,0.0
4814,0.0
4815,0.0
4816,0.0
4817,6.0
4818,-12.0
4819,10.0
4820,89.0
4821,31.0
4822,-14.0
4823,0.0
4824,-3.0
4825,5.0
4826,-11.0
4827,0.0
4828,-11.0
4829,0.0
4830,0.0
4831,0.0
4832,0.0
4833,3.0
4834,-21.0
4835,13.0
4836,-37.0
4837,25.0
4838,-26.0
4839,53.0
4840,-12.0
4841,22.0
4842,-15.0
4843,13.0
4844,0.0
4845,31.0
4846,-2.0
4847,46.0
4848,-16.0
4849,42.0
4850,-45.0
4851,57.0
4852,138.0
4853,35.0
4854,22.0
4855,48.0
4856,-70.0
4857,70.0
4858,60.0
4859,72.0
4860,-178.0
4861,270.0
4862,-322.0
4863,171.0
4864,11.0
4865,178.0
4866,-25.0
4867,5.0
4868,-25.0
4869,66.0
4870,-34.0
4871,1.0
4872,62.0
4873,40.0
4874,-12.0
4875,-7.0
4876,61.0
4877,-27.0
4878,-41.0
4879,59.0
4880,-37.0
4881,59.0
4882,-21.0
4883,15.0
4884,-32.0
4885,28.0
4886,24.0
4887,166.0
4888,-59.0
4889,115.0
4890,-42.0
4891,25.0
4892,-49.0
4893,53.0
4894,-23.0
4895,70.0
4896,-50.0
4897,48.0
4898,-45.0
4899,118.0
4900,-41.0
4901,88.0
4902,-74.0
4903,78.0
4904,-83.0
4905,120.0
4906,-25.0
4907,179.0
4908,-65.0
4909,55.0
4910,-133.0
4911,109.0
4912,-51.0
4913,67.0
4914,-100.0
4915,155.0
4916,-132.0
4917,265.0
4918,-242.0
4919,299.0
4920,-152.0
4921,305.0
4922,-185.0
4923,311.0
4924,-131.0
4925,177.0
4926,-213.0
4927,300.0
4928,-195.0
4929,262.0
4930,-162.0
4931,221.0
4932,-281.0
4933,192.0
4934,-285.0
4935,177.0
4936,-294.0
4937,356.0
4938,-311.0
4939,311.0
4940,-160.0
4941,333.0
4942,-255.0
4943,261.0
4944,-231.0
4945,278.0
4946,-301.0
4947,-51.0
4948,23.0
4949,-51.0
4950,55.0
4951,-27.0
4952,21.0
4953,25.0
4954,58.0
4955,9.0
4956,39.0
4957,41.0
4958,5.0
4959,-30.0
4960,16.0
4961,-20.0
4962,-6.0
4963,0.0
4964,18.0
4965,37.0
4966,-5.0
4967,0.0
4968,-2.0
4969,10.0
4970,39.0
4971,0.0
4972,15.0
4973,-22.0
4974,44.0
4975,-25.0
4976,0.0
4977,-19.0
4978,15.0
4979,-30.0
4980,-1.0
4981,-19.0
4982,17.0
4983,-79.0
4984,111.0
4985,-72.0
4986,53.0
4987,-1.0
4988,-105.0
4989,14.0
4990,5.0
4991,48.0
4992,-29.0
4993,188.0
4994,-74.0
4995,224.0
4996,-220.0
4997,342.0
4998,-148.0
4999,328.0
5000,-343.0
5001,242.0
5002,-255.0
5003,316.0
5004,-178.0
5005,173.0
5006,-231.0
5007,168.0
5008,-141.0
5009,213.0
5010,-185.0
5011,173.0
5012,-82.0
5013,82.0
5014,-194.0
5015,112.0
5016,-166.0
5017,189.0
5018,-250.0
5019,158.0
5020,-287.0
5021,194.0
5022,-84.0
5023,111.0
5024,-132.0
5025,85.0
5026,-48.0
5027,197.0
5028,-235.0
5029,212.0
5030,-139.0
5031,240.0
5032,-243.0
5033,239.0
5034,-100.0
5035,150.0
5036,-69.0
5037,82.0
5038,-66.0
5039,44.0
5040,-32.0
5041,153.0
5042,-94.0
5043,154.0
5044,-85.0
5045,135.0
5046,-68.0
5047,63.0
5048,-97.0
5049,85.0
5050,-97.0
5051,49.0
5052,2.0
5053,52.0
5054,2.0
5055,94.0
5056,-8.0
5057,47.0
5058,-12.0
5059,12.0
5060,-8.0
5061,-51.0
5062,40.0
5063,-49.0
5064,30.0
5065,-12.0
5066,33.0
5067,-4.0
5068,9.0
5069,-9.0
5070,-5.0
5071,8.0
5072,-19.0
5073,37.0
5074,0.0
5075,-22.0
5076,-33.0
5077,8.0
5078,5.0
5079,47.0
5080,-1.0
5081,-2.0
5082,-41.0
5083,-17.0
5084,16.0
5085,29.0
5086,34.0
5087,-18.0
5088,33.0
5089,-16.0
5090,29.0
5091,-53.0
5092,40.0
5093,-58.0
5094,-144.0
5095,-39.0
5096,19.0
5097,-45.0
5098,45.0
5099,-21.0
5100,39.0
5101,-7.0
5102,14.0
5103,-18.0
5104,-13.0
5105,-2.0
5106,-10.0
5107,-78.0
5108,94.0
5109,-75.0
5110,57.0
5111,-88.0
5112,111.0
5113,-17.0
5114,42.0
5115,-28.0
5116,33.0
5117,-37.0
5118,53.0
5119,-5.0
5120,23.0
5121,-1.0
5122,4.0
5123,-9.0
5124,6.0
5125,-9.0
5126,82.0
5127,-10.0
5128,7.0
5129,-5.0
5130,0.0
5131,-9.0
5132,12.0
5133,1.0
5134,0.0
5135,-8.0
5136,3.0
5137,-12.0
5138,-1.0
5139,0.0
5140,0.0
5141,-4.0
5142,0.0
5143,-1.0
5144,0.0
5145,7.0
5146,-3.0
5147,2.0
5148,-3.0
5149,-2.0
5150,-12.0
5151,11.0
5152,-12.0
5153,0.0
5154,0.0
5155,4.0
5156,-11.0
5157,0.0
5158,-37.0
5159,34.0
5160,-26.0
5161,90.0
5162,-51.0
5163,47.0
5164,-61.0
5165,38.0
5166,-59.0
5167,104.0
5168,-47.0
5169,33.0
5170,-66.0
5171,117.0
5172,-11.0
5173,86.0
5174,-64.0
5175,123.0
5176,-117.0
5177,113.0
5178,-84.0
5179,46.0
5180,-19.0
5181,94.0
5182,-54.0
5183,66.0
5184,7.0
5185,40.0
5186,-18.0
5187,13.0
5188,-12.0
5189,32.0
5190,-13.0
5191,-23.0
5192,0.0
5193,41.0
5194,25.0
5195,-74.0
5196,-50.0
5197,50.0
5198,74.0
5199,-91.0
5200,73.0
5201,-23.0
5202,97.0
5203,-36.0
5204,107.0
5205,-94.0
5206,13.0
5207,-94.0
5208,150.0
5209,-119.0
5210,241.0
5211,-86.0
5212,137.0
5213,-52.0
5214,50.0
5215,128.0
5216,253.0
5217,-187.0
5218,262.0
5219,-95.0
5220,53.0
5221,-153.0
5222,83.0
5223,-72.0
5224,178.0
5225,-115.0
5226,217.0
5227,-311.0
5228,301.0
5229,-305.0
5230,220.0
5231,-275.0
5232,285.0
5233,-396.0
5234,327.0
5235,-299.0
5236,388.0
5237,-382.0
5238,517.0
5239,-524.0
5240,663.0
5241,-560.0
5242,601.0
5243,-550.0
5244,625.0
5245,-604.0
5246,861.0
5247,-597.0
5248,724.0
5249,-462.0
5250,765.0
5251,-539.0
5252,598.0
5253,-524.0
5254,540.0
5255,-567.0
5256,731.0
5257,-617.0
5258,899.0
5259,-709.0
5260,816.0
5261,-537.0
5262,661.0
5263,-453.0
5264,723.0
5265,-818.0
5266,832.0
5267,-663.0
5268,614.0
5269,-840.0
5270,778.0
5271,-957.0
5272,-46.0
5273,35.0
5274,-51.0
5275,26.0
5276,-35.0
5277,54.0
5278,-48.0
5279,33.0
5280,28.0
5281,23.0
5282,-61.0
5283,25.0
5284,-14.0
5285,46.0
5286,-24.0
5287,43.0
5288,-28.0
5289,22.0
5290,-49.0
5291,13.0
5292,16.0
5293,41.0
5294,-46.0
5295,68.0
5296,-23.0
5297,112.0
5298,-58.0
5299,158.0
5300,-78.0
5301,130.0
5302,-102.0
5303,113.0
5304,-101.0
5305,84.0
5306,-74.0
5307,148.0
5308,72.0
5309,112.0
5310,-25.0
5311,68.0
5312,-88.0
5313,48.0
5314,-50.0
5315,104.0
5316,-95.0
5317,151.0
5318,-76.0
5319,111.0
5320,-105.0
5321,124.0
5322,-91.0
5323,84.0
5324,-124.0
5325,68.0
5326,-90.0
5327,118.0
5328,-101.0
5329,98.0
5330,-83.0
5331,136.0
5332,-109.0
5333,87.0
5334,-112.0
5335,110.0
5336,-78.0
5337,88.0
5338,-134.0
5339,55.0
5340,-62.0
5341,67.0
5342,-56.0
5343,9.0
5344,-54.0
5345,59.0
5346,-61.0
5347,85.0
5348,-43.0
5349,62.0
5350,-7.0
5351,28.0
5352,0.0
5353,57.0
5354,-69.0
5355,54.0
5356,-78.0
5357,58.0
5358,-71.0
5359,77.0
5360,-71.0
5361,36.0
5362,-61.0
5363,63.0
5364,-62.0
5365,42.0
5366,-71.0
5367,99.0
5368,-117.0
5369,122.0
5370,-128.0
5371,116.0
5372,12.0
5373,87.0
5374,-20.0
5375,235.0
5376,-114.0
5377,101.0
5378,-196.0
5379,99.0
5380,-106.0
5381,93.0
5382,-51.0
5383,92.0
5384,-112.0
5385,121.0
5386,-115.0
5387,136.0
5388,-63.0
5389,119.0
5390,-118.0
5391,141.0
5392,-105.0
5393,157.0
5394,-169.0
5395,138.0
5396,-129.0
5397,172.0
5398,-109.0
5399,133.0
5400,-152.0
5401,142.0
5402,-136.0
5403,140.0
5404,-113.0
5405,100.0
5406,-170.0
5407,92.0
5408,23.0
5409,-40.0
5410,28.0
5411,13.0
5412,55.0
5413,16.0
5414,54.0
5415,-57.0
5416,80.0
5417,-12.0
5418,150.0
5419,9.0
5420,21.0
5421,-2.0
5422,45.0
5423,20.0
5424,-2.0
5425,8.0
5426,22.0
5427,-1.0
5428,-3.0
5429,3.0
5430,25.0
5431,-20.0
5432,31.0
5433,-28.0
5434,43.0
5435,-34.0
5436,45.0
5437,-16.0
5438,15.0
5439,-57.0
5440,24.0
5441,-36.0
5442,19.0
5443,-27.0
5444,26.0
5445,-16.0
5446,58.0
5447,-22.0
5448,39.0
5449,-20.0
5450,52.0
5451,-25.0
5452,14.0
5453,-12.0
5454,59.0
5455,0.0
5456,18.0
5457,-25.0
5458,33.0
5459,-7.0
5460,30.0
5461,31.0
5462,2.0
5463,-7.0
5464,0.0
5465,10.0
5466,-65.0
5467,34.0
5468,-49.0
5469,25.0
5470,-13.0
5471,118.0
5472,-5.0
5473,177.0
5474,-52.0
5475,44.0
5476,-23.0
5477,23.0
5478,-36.0
5479,11.0
5480,-46.0
5481,53.0
5482,-18.0
5483,4.0
5484,0.0
5485,-6.0
5486,7.0
5487,-10.0
5488,-15.0
5489,-10.0
5490,23.0
5491,49.0
5492,-12.0
5493,29.0
5494,-24.0
5495,19.0
5496,-5.0
5497,32.0
5498,-20.0
5499,32.0
5500,-36.0
5501,49.0
5502,-18.0
5503,37.0
5504,-12.0
5505,37.0
5506,-10.0
5507,35.0
5508,-8.0
5509,51.0
5510,-12.0
5511,13.0
5512,-25.0
5513,17.0
5514,-24.0
5515,20.0
5516,-8.0
5517,5.0
5518,-9.0
5519,3.0
5520,-3.0
5521,17.0
5522,8.0
5523,-4.0
5524,-5.0
5525,5.0
5526,-6.0
5527,17.0
5528,-8.0
5529,19.0
5530,-11.0
5531,173.0
5532,-18.0
5533,25.0
5534,-30.0
5535,22.0
5536,-126.0
5537,102.0
5538,-148.0
5539,272.0
5540,-94.0
5541,276.0
5542,-212.0
5543,306.0
5544,-356.0
5545,801.0
5546,-349.0
5547,434.0
5548,-377.0
5549,448.0
5550,-473.0
5551,519.0
5552,-427.0
5553,524.0
5554,-411.0
5555,490.0
5556,-445.0
5557,456.0
5558,-422.0
5559,608.0
5560,-440.0
5561,-51.0
5562,40.0
5563,-62.0
5564,48.0
5565,0.0
5566,86.0
5567,-21.0
5568,85.0
5569,-56.0
5570,16.0
5571,-25.0
5572,33.0
5573,13.0
5574,58.0
5575,-31.0
5576,86.0
5577,33.0
5578,0.0
5579,94.0
5580,100.0
5581,-139.0
5582,125.0
5583,-78.0
5584,153.0
5585,-159.0
5586,142.0
5587,-66.0
5588,155.0
5589,-141.0
5590,329.0
5591,-302.0
5592,302.0
5593,-32.0
5594,58.0
5595,-41.0
5596,-91.0
5597,-13.0
5598,129.0
5599,159.0
5600,-210.0
5601,139.0
5602,-121.0
5603,136.0
5604,-6.0
5605,139.0
5606,120.0
5607,235.0
5608,78.0
5609,-158.0
5610,53.0
5611,-103.0
5612,98.0
5613,-71.0
5614,91.0
5615,-25.0
5616,32.0
5617,-7.0
5618,15.0
5619,39.0
5620,15.0
5621,-10.0
5622,13.0
5623,-11.0
5624,10.0
5625,-8.0
5626,0.0
5627,1.0
5628,-6.0
5629,-42.0
5630,18.0
5631,-45.0
5632,20.0
5633,-42.0
5634,12.0
5635,-19.0
5636,11.0
5637,-75.0
5638,19.0
5639,6.0
5640,-15.0
5641,2.0
5642,14.0
5643,-17.0
5644,32.0
5645,-20.0
5646,73.0
5647,-8.0
5648,110.0
5649,-19.0
5650,39.0
5651,-62.0
5652,50.0
5653,-12.0
5654,5.0
5655,-8.0
5656,-3.0
5657,23.0
5658,2.0
5659,-7.0
5660,-5.0
5661,17.0
5662,11.0
5663,-14.0
5664,41.0
5665,-3.0
5666,-1.0
5667,33.0
5668,-39.0
5669,63.0
5670,27.0
5671,0.0
5672,9.0
5673,-28.0
5674,21.0
5675,0.0
5676,-63.0
5677,101.0
5678,-108.0
5679,74.0
5680,-61.0
5681,79.0
5682,9.0
5683,13.0
5684,17.0
5685,-11.0
5686,20.0
5687,11.0
5688,1.0
5689,35.0
5690,-31.0
5691,-11.0
5692,12.0
5693,-13.0
5694,46.0
5695,-29.0
5696,6.0
5697,-20.0
5698,20.0
5699,-17.0
5700,44.0
5701,-26.0
5702,67.0
5703,-23.0
5704,25.0
5705,-30.0
5706,12.0
5707,-27.0
5708,25.0
5709,-34.0
5710,22.0
5711,-32.0
5712,11.0
5713,-17.0
5714,13.0
5715,-16.0
5716,7.0
5717,-51.0
5718,35.0
5719,-51.0
5720,55.0
5721,-35.0
5722,52.0
5723,-24.0
5724,39.0
5725,-3.0
5726,65.0
5727,-26.0
5728,35.0
5729,-41.0
5730,39.0
5731,-26.0
5732,54.0
5733,-36.0
5734,76.0
5735,-40.0
5736,61.0
5737,-46.0
5738,76.0
5739,-5.0
5740,90.0
5741,-41.0
5742,65.0
5743,16.0
5744,1.0
5745,49.0
5746,-7.0
5747,153.0
5748,-45.0
5749,42.0
5750,-59.0
5751,-17.0
5752,0.0
5753,11.0
5754,98.0
